building_id,hour,kwh_usage
red_stadium,18,4.469002
red_museum,8,2.260043
down_stadium,22,8.492112
blue_birdhouse,18,-1.71866
rusty_old_gymnaisum,4,-6.386599
red_base,22,8.198408
down_opera_house,9,4.032509
shiny_new_office,18,15.301819
savvy_hospital,18,3.774188
white_planetarium,2,-4.750652
shiny_new_aquarium,17,1.041205
the_best_museum,14,7.763707
dog_warehouse,13,18.194183
fancy_houseboat,10,3.087472
red_opera_house,14,17.665129
the_best_base,23,8.780325
savvy_hydroelectric_plant,20,7.598255
rusty_old_gymnaisum,8,7.437405
red_birdhouse,12,8.752239
mauve_base,12,16.369224
secret_warehouse,20,-10.605868
green_museum,1,7.839955
small_base,0,1.616684
the_best_market,10,1.710641
small_aquarium,23,4.364221
mauve_windmill,8,6.144577
small_taco_truck,5,2.192532
dinosaur_planetarium,23,1.081306
Rusty Old Birdhouse,23,1.265683
fancy_market,12,3.459530
rusty_old_base,18,3.541270
secret_taco_truck,19,4.492414
Old Warehouse,10,1.797710
up_market,6,-3.550289
savvy_opera_house,10,5.482405
up_planetarium,7,7.126644
down_base,18,11.293832
savvy_base,5,1.601542
fancy_windmill,0,3.084760
red_house,19,8.457053
mauve_houseboat,20,-16.260701
shiny_new_aquarium,16,-1.973262
shiny_new_office,23,4.661733
green_office,8,1.968475
fancy_windmill,18,10.730262
mauve_base,19,4.359511
savvy_hospital,13,13.963248
bob's_taco_truck,14,16.417978
bob's_opera_house,2,8.925705
small_opera_house,8,4.827015
shiny_new_hydroelectric_plant,7,1.424225
savvy_houseboat,7,1.731137
dinosaur_hydroelectric_plant,5,4.473281
green_houseboat,13,16.907370
green_hydroelectric_plant,6,2.727619
rusty_old_opera_house,23,5.991782
rusty_old_aquarium,23,7.018678
fancy_birdhouse,1,4.805226
bob's_hospital,20,6.442484
dog_warehouse,15,19.508361
old_houseboat,14,11.435295
blue_school,19,2.439124
dog_office,13,1.265255
The Best Aquarium,19,4.265911
fancy_stadium,15,12.475859
the_best_opera_house,10,3.434399
bob's_windmill,9,3.658674
red_warehouse,4,7.425486
rusty_old_planetarium,14,3.399282
dog_birdhouse,4,5.405678
small_opera_house,23,4.989119
old_opera_house,8,8.285148
dinosaur_museum,10,10.722780
white_birdhouse,7,1.338175
mauve_market,2,4.362339
savvy_market,21,-4.64882
dinosaur_taco_truck,14,3.523758
shiny_new_windmill,22,8.382868
bob's_base,23,1.397705
rusty_old_windmill,11,2.674370
Old Windmill,6,4.257151
savvy_market,17,4.022015
mauve_stadium,9,1.325095
the_best_taco_truck,0,3.558966
blue_stadium,8,-2.228245
up_gymnaisum,2,3.300549
secret_stadium,10,4.644430
fancy_birdhouse,5,2.652166
old_warehouse,17,0.922263
old_windmill,10,14.489998
blue_houseboat,11,-4.938336
bob's_hydroelectric_plant,8,3.456693
the_best_opera_house,7,2.799384
small_hospital,10,4.975088
fancy_aquarium,10,5.664915
blue_taco_truck,20,13.355349
blue_market,16,3.643536
red_planetarium,6,2.281451
mauve_house,10,10.691686
savvy_taco_truck,6,5.966619
fancy_taco_truck,18,11.514463
fancy_hospital,20,8.851494
Shiny New Taco Truck,0,2.011935
bob's_birdhouse,12,12.854876
bob's_aquarium,0,5.691819
up_house,16,20.150546
down_base,15,-8.585946
green_warehouse,12,5.344521
blue_base,9,5.771015
small_stadium,7,9.098238
green_taco_truck,18,14.363583
white_warehouse,18,2.074268
red_hydroelectric_plant,20,4.831431
bob's_house,14,15.566697
dinosaur_house,16,3.502973
secret_stadium,6,8.062561
red_opera_house,9,5.211184
up_museum,5,7.611791
dinosaur_aquarium,10,-8.353336
red_houseboat,22,7.191623
shiny_new_museum,4,7.093929
rusty_old_market,6,2.230362
up_gymnaisum,15,-4.658718
bob's_base,10,1.939840
shiny_new_warehouse,5,1.149690
white_hospital,22,1.632375
rusty_old_gymnaisum,19,15.549130
red_base,23,9.584658
dog_museum,14,19.461706
small_market,1,9.140538
green_office,9,2.880681
red_taco_truck,3,9.215367
old_school,12,9.811820
mauve_hydroelectric_plant,22,7.920507
red_hospital,2,8.453725
red_warehouse,16,13.255226
Shiny New Opera House,13,12.535076
bob's_planetarium,12,2.043673
rusty_old_stadium,9,-7.299754
Small Hydroelectric Plant,6,5.607286
green_hydroelectric_plant,18,3.792180
up_hydroelectric_plant,7,0.481902
dinosaur_warehouse,2,-4.380851
shiny_new_market,16,5.142082
down_aquarium,17,6.396252
green_gymnaisum,1,9.832279
white_hydroelectric_plant,6,-3.259319
green_stadium,19,6.304145
blue_birdhouse,6,1.492597
dinosaur_office,22,1.940182
green_hydroelectric_plant,19,3.743454
Dinosaur Warehouse,7,2.358015
dinosaur_stadium,3,1.411102
old_hydroelectric_plant,7,1.888583
old_hydroelectric_plant,0,2.060154
green_opera_house,19,10.247269
rusty_old_taco_truck,9,5.956286
blue_office,15,12.612910
secret_hospital,8,1.630179
red_houseboat,19,3.968351
savvy_warehouse,3,5.188952
The Best Taco Truck,22,6.569350
old_houseboat,1,6.612375
Blue Windmill,14,15.140738
small_warehouse,9,-2.032543
dinosaur_gymnaisum,19,7.528248
old_planetarium,1,3.378420
dog_house,1,-5.555433
down_houseboat,2,3.243243
fancy_school,7,5.080819
Savvy Opera House,23,7.504264
Rusty Old Market,14,4.956336
dinosaur_aquarium,16,-6.584987
mauve_school,18,6.051274
rusty_old_planetarium,11,2.171321
shiny_new_birdhouse,6,2.176696
Blue Gymnaisum,18,7.203075
rusty_old_opera_house,17,14.518361
red_birdhouse,0,5.035963
shiny_new_opera_house,18,13.334531
mauve_museum,7,4.560329
up_base,13,11.802924
secret_planetarium,6,2.680182
dog_office,2,1.273274
fancy_museum,8,8.357959
up_taco_truck,9,2.659802
old_houseboat,19,3.724654
the_best_office,14,-8.809696
green_opera_house,3,10.491074
down_warehouse,13,-17.034548
secret_warehouse,3,4.582977
The Best Planetarium,5,-9.161165
Dog Market,22,2.883562
red_school,12,4.285359
green_planetarium,4,10.323566
shiny_new_base,8,3.858498
Shiny New Market,14,6.267592
small_planetarium,3,5.334265
small_school,1,-2.911052
old_base,23,3.609215
fancy_opera_house,8,-2.936148
up_house,13,14.120776
mauve_office,4,8.052302
savvy_houseboat,11,3.428095
mauve_market,15,6.037838
bob's_planetarium,7,2.710231
dinosaur_house,7,2.015282
Up Hospital,22,2.242920
fancy_hospital,9,4.620823
mauve_warehouse,11,1.298846
old_school,18,9.586516
up_birdhouse,1,7.071006
dinosaur_hospital,12,1.734795
Rusty Old Opera House,1,7.851871
dinosaur_market,17,1.240825
red_market,12,-2.890034
up_aquarium,10,3.594484
fancy_birdhouse,13,8.289302
green_windmill,14,-15.611283
old_school,23,4.560387
red_hospital,11,6.842105
shiny_new_hospital,23,1.133435
white_windmill,23,9.730482
green_birdhouse,14,4.845632
small_stadium,20,14.751700
savvy_office,7,4.992530
white_hospital,7,-2.054251
blue_aquarium,1,4.548612
dog_school,14,16.819805
up_museum,1,4.241451
up_aquarium,0,3.637303
Shiny New Market,8,2.246724
Dinosaur Windmill,23,4.083877
Small Planetarium,17,11.751088
Dog Hospital,9,5.035557
dinosaur_base,10,10.149482
green_market,5,5.229019
dinosaur_hydroelectric_plant,16,9.591736
Red Planetarium,18,3.140492
the_best_market,7,1.075394
Mauve Gymnaisum,19,3.173644
up_planetarium,18,3.975599
Green Market,10,2.938760
shiny_new_gymnaisum,15,16.554390
dinosaur_warehouse,17,6.375299
secret_house,13,8.491601
shiny_new_museum,16,13.198765
fancy_base,7,-1.763899
dog_school,3,9.013092
old_hospital,1,1.915369
mauve_warehouse,10,1.010051
red_stadium,9,-11.742952
white_hydroelectric_plant,19,2.553210
fancy_opera_house,17,-7.013479
shiny_new_windmill,5,5.555368
bob's_house,1,9.285592
mauve_market,18,3.233796
shiny_new_house,1,2.402191
small_houseboat,9,2.197880
dinosaur_base,23,6.314417
up_hydroelectric_plant,17,1.550951
mauve_warehouse,16,3.029500
the_best_aquarium,3,2.100553
green_taco_truck,16,17.431290
small_museum,22,2.615795
green_windmill,16,-13.397125
the_best_planetarium,11,9.130610
down_aquarium,9,2.329567
secret_planetarium,13,2.934857
green_museum,4,4.243872
bob's_stadium,17,5.915560
mauve_houseboat,15,11.146148
secret_taco_truck,6,5.477397
bob's_office,16,10.213035
old_museum,21,4.703769
down_taco_truck,12,8.881743
old_house,7,4.150806
Dog Birdhouse,20,6.408930
red_house,4,6.101646
dog_hydroelectric_plant,18,3.988493
old_stadium,1,4.509490
down_hydroelectric_plant,5,1.270823
old_hydroelectric_plant,12,3.332548
white_house,14,7.072673
red_opera_house,19,-10.151924
blue_stadium,13,3.779408
the_best_warehouse,3,8.575720
shiny_new_birdhouse,13,7.902966
Green Opera House,4,9.830643
small_school,4,3.530028
Green Museum,20,5.295657
the_best_hydroelectric_plant,20,2.580288
dog_aquarium,23,-1.713235
up_windmill,9,1.164350
up_warehouse,11,17.795691
Up Aquarium,16,-11.79851
secret_museum,16,17.404585
green_planetarium,11,10.915242
rusty_old_aquarium,3,6.492161
savvy_museum,11,1.908048
rusty_old_warehouse,6,4.546225
mauve_windmill,12,3.808998
green_aquarium,7,3.933117
old_taco_truck,13,4.870131
Up School,1,4.714122
savvy_windmill,13,13.873138
secret_stadium,21,7.556613
rusty_old_windmill,21,2.141223
up_museum,19,15.095057
down_birdhouse,19,-7.166238
mauve_taco_truck,15,9.446906
Bob'S Base,1,-2.007954
down_hospital,12,7.098762
bob's_hospital,7,5.133622
blue_museum,23,5.834285
small_houseboat,7,1.421634
down_office,5,1.312513
down_warehouse,5,7.497220
dinosaur_base,4,4.020543
rusty_old_base,15,6.720058
dog_school,21,4.648809
the_best_houseboat,3,8.942057
dog_windmill,21,4.684872
Blue School,2,2.510900
red_houseboat,2,6.522216
dog_opera_house,0,-3.341129
mauve_base,5,-4.821601
old_birdhouse,14,14.352564
Secret School,2,2.328483
dinosaur_base,15,8.041708
dog_house,2,5.727861
rusty_old_gymnaisum,20,14.598293
down_office,2,1.176335
dinosaur_museum,8,5.594117
bob's_opera_house,13,16.357432
fancy_planetarium,19,12.783725
down_office,7,0.912184
savvy_market,12,9.745859
Bob'S Gymnaisum,15,9.520254
The Best School,5,3.777129
up_taco_truck,15,5.240119
fancy_hydroelectric_plant,22,10.322303
white_planetarium,9,2.812295
old_stadium,15,13.013077
white_gymnaisum,5,6.423263
down_hospital,11,5.690659
fancy_taco_truck,19,11.040212
dinosaur_base,14,9.566337
fancy_school,17,9.666222
small_school,20,3.243461
green_warehouse,9,4.028344
shiny_new_gymnaisum,16,18.060372
old_market,8,2.907263
bob's_stadium,5,3.263246
blue_planetarium,17,1.327189
fancy_taco_truck,14,6.243850
down_base,11,3.034568
dog_office,21,2.561421
old_school,8,4.349265
secret_house,14,9.388616
blue_warehouse,4,3.585846
Dog Market,3,1.960216
old_birdhouse,12,18.118747
secret_hospital,10,2.636872
small_gymnaisum,16,7.785223
green_windmill,13,15.723263
rusty_old_hydroelectric_plant,23,2.600715
blue_opera_house,10,-8.212766
shiny_new_base,2,5.686966
bob's_stadium,3,2.825068
down_market,5,2.498085
Rusty Old House,3,6.549746
bob's_market,13,5.818511
red_hospital,1,6.700003
fancy_aquarium,2,3.147212
secret_houseboat,13,-5.345306
down_hydroelectric_plant,15,1.924247
green_stadium,16,11.130307
green_office,0,2.452904
dog_warehouse,8,-4.434789
savvy_aquarium,22,4.513629
dinosaur_school,15,6.825002
dog_gymnaisum,3,3.761088
fancy_opera_house,1,5.582429
Blue Gymnaisum,14,5.972016
up_planetarium,23,7.089144
bob's_school,13,2.760174
mauve_taco_truck,7,10.071569
white_birdhouse,16,0.718916
fancy_house,7,2.703878
rusty_old_hydroelectric_plant,15,-6.452052
dinosaur_planetarium,12,2.528435
savvy_school,7,8.728733
white_taco_truck,18,7.520263
shiny_new_birdhouse,3,4.063497
bob's_gymnaisum,1,5.071559
small_taco_truck,23,2.480980
red_aquarium,23,5.172054
down_stadium,8,8.595719
red_hydroelectric_plant,21,3.982726
white_opera_house,10,16.472427
white_taco_truck,9,2.922639
rusty_old_gymnaisum,21,11.539779
savvy_hydroelectric_plant,7,4.481442
blue_opera_house,18,4.286139
small_taco_truck,11,1.580687
blue_birdhouse,23,2.258688
old_warehouse,13,1.715834
rusty_old_market,5,2.897330
green_house,1,4.160660
green_house,14,6.162575
secret_museum,14,20.561207
dinosaur_museum,16,12.559714
secret_school,22,1.098922
Blue Hydroelectric Plant,0,7.832732
rusty_old_birdhouse,21,1.369791
red_house,12,6.557665
dinosaur_house,0,2.760952
Dog Market,20,1.655781
Rusty Old Gymnaisum,16,11.582975
bob's_base,6,1.185452
fancy_hydroelectric_plant,19,18.994105
secret_base,7,8.378635
down_office,8,1.040972
small_opera_house,0,-4.389491
shiny_new_house,2,2.580478
small_aquarium,14,10.493097
small_hydroelectric_plant,13,9.681546
red_office,8,-1.528909
dinosaur_warehouse,21,-2.844004
blue_opera_house,1,5.833783
up_hospital,1,2.894099
dog_windmill,14,15.260762
red_houseboat,4,-5.045119
white_stadium,23,4.798292
mauve_gymnaisum,20,2.919977
red_planetarium,15,4.092668
bob's_houseboat,17,5.537824
dinosaur_house,13,4.312830
old_office,0,5.186317
mauve_stadium,17,0.899739
bob's_school,3,2.192949
the_best_birdhouse,11,4.563997
savvy_stadium,11,20.378932
green_market,21,6.072836
up_taco_truck,3,2.731663
dog_warehouse,22,-5.331362
down_school,15,8.816905
down_gymnaisum,4,6.504058
old_birdhouse,11,-18.83535
red_hydroelectric_plant,8,2.815440
down_taco_truck,16,9.086145
fancy_houseboat,23,1.511938
dinosaur_windmill,19,7.545949
old_stadium,2,5.883591
mauve_base,7,6.802686
red_office,13,1.232044
the_best_warehouse,2,10.140139
fancy_office,4,1.558827
bob's_base,15,1.652400
up_windmill,1,0.552399
old_birdhouse,15,11.420694
down_stadium,3,8.798503
white_market,23,5.119002
down_windmill,7,7.291725
fancy_aquarium,6,-2.786106
secret_hospital,3,2.770612
bob's_birdhouse,15,12.021238
shiny_new_hospital,13,-1.234119
bob's_stadium,22,4.932911
Blue Gymnaisum,7,3.513525
down_market,18,2.825884
dog_taco_truck,19,7.180798
bob's_aquarium,8,4.282447
mauve_birdhouse,0,6.290022
dog_planetarium,21,-7.421282
secret_opera_house,2,6.110304
the_best_warehouse,23,9.347103
fancy_planetarium,12,4.061522
Fancy House,0,-2.175172
mauve_birdhouse,23,-5.761658
White Museum,13,2.833613
Shiny New Planetarium,9,5.507492
Mauve Birdhouse,14,14.533933
bob's_office,6,4.429245
Shiny New Warehouse,9,1.579088
secret_birdhouse,22,6.666999
green_houseboat,22,6.947920
red_birdhouse,2,6.822064
mauve_taco_truck,13,5.716855
mauve_taco_truck,0,7.304397
rusty_old_hydroelectric_plant,11,3.419235
red_gymnaisum,19,3.226826
savvy_house,6,4.966337
dog_hospital,2,6.504737
small_hydroelectric_plant,9,4.227687
savvy_museum,0,-1.853344
white_birdhouse,14,1.110447
dinosaur_museum,13,17.211283
secret_windmill,23,4.448980
the_best_house,7,2.202647
up_base,5,7.779293
old_base,12,6.967000
red_birdhouse,1,5.244197
the_best_office,10,5.295234
red_stadium,14,10.665964
fancy_gymnaisum,19,1.459278
bob's_hospital,22,4.201945
the_best_warehouse,0,10.184677
up_aquarium,13,6.686425
mauve_office,8,-6.240763
rusty_old_base,4,3.278278
down_base,21,-7.472344
the_best_hospital,17,2.084388
white_market,20,11.653521
down_birdhouse,7,4.417447
up_hydroelectric_plant,14,1.366078
down_opera_house,20,9.040674
old_gymnaisum,13,3.606081
white_aquarium,13,-1.538875
down_warehouse,23,6.021308
dinosaur_stadium,6,2.320125
savvy_gymnaisum,1,5.581947
old_school,7,3.955953
Up Aquarium,7,5.451096
rusty_old_warehouse,4,-7.672451
red_market,1,-1.533887
secret_school,15,4.564455
the_best_house,18,2.555117
old_museum,22,4.330548
old_hydroelectric_plant,8,1.354184
red_museum,19,3.672806
down_warehouse,9,-5.548609
Shiny New Market,17,-4.36422
bob's_taco_truck,16,10.892138
dinosaur_windmill,16,14.309963
dinosaur_museum,20,4.994632
mauve_taco_truck,2,5.466271
red_gymnaisum,1,3.671368
shiny_new_hydroelectric_plant,4,1.766230
blue_warehouse,7,2.597076
dinosaur_aquarium,7,3.791128
dinosaur_aquarium,11,9.390418
small_gymnaisum,2,5.040297
bob's_school,18,1.504393
rusty_old_taco_truck,10,5.632476
white_market,13,12.157637
shiny_new_planetarium,17,11.518695
dinosaur_warehouse,12,6.457342
fancy_museum,17,15.532145
old_museum,12,2.035140
the_best_birdhouse,13,6.562301
small_planetarium,5,6.115316
down_market,7,-2.040008
the_best_base,21,6.931559
old_hospital,11,2.809286
up_houseboat,7,9.049511
Old Aquarium,9,2.498475
secret_school,14,3.953188
down_warehouse,4,-9.437001
small_planetarium,16,11.232154
white_stadium,0,4.823851
blue_gymnaisum,15,6.672315
up_windmill,10,0.548635
shiny_new_office,9,4.362990
Bob'S Office,15,10.223600
up_museum,11,4.324783
up_birdhouse,19,9.202281
small_office,18,2.691514
dog_museum,23,6.749273
Small Warehouse,23,2.471637
mauve_hydroelectric_plant,17,16.771810
down_house,10,-4.799869
shiny_new_stadium,23,1.056416
up_planetarium,20,4.692380
blue_stadium,7,1.924247
shiny_new_planetarium,11,9.580399
green_birdhouse,19,-10.289517
bob's_school,2,1.769997
rusty_old_hydroelectric_plant,14,-5.682306
blue_taco_truck,8,6.776810
fancy_windmill,20,7.615196
savvy_taco_truck,21,8.750439
down_houseboat,9,6.348073
dog_office,11,1.369201
the_best_office,20,16.109642
secret_office,1,9.484840
old_taco_truck,14,5.348260
Shiny New Museum,17,13.356293
down_stadium,11,18.371774
bob's_opera_house,22,4.945884
old_office,18,18.293535
fancy_warehouse,2,3.997466
rusty_old_market,11,3.593681
Green Base,23,9.108209
the_best_hospital,5,1.434309
red_planetarium,11,2.453090
fancy_school,4,6.793261
fancy_hospital,18,14.514492
bob's_house,5,4.893410
Mauve Windmill,16,9.154029
Fancy House,21,3.251721
old_house,0,6.429932
savvy_aquarium,18,2.770420
blue_hydroelectric_plant,5,-7.804183
blue_base,13,4.572028
small_stadium,14,14.292500
red_hospital,6,9.464697
bob's_gymnaisum,9,4.160600
small_taco_truck,1,1.635342
the_best_opera_house,17,6.972373
dog_museum,9,7.213653
up_stadium,5,2.234027
up_school,11,4.686994
Shiny New Gymnaisum,13,11.138883
Savvy Houseboat,1,2.296998
small_planetarium,18,10.178910
mauve_office,13,7.720045
savvy_market,5,3.089730
white_house,18,17.251296
down_gymnaisum,18,7.778365
red_gymnaisum,22,2.620548
old_house,14,15.514294
dinosaur_warehouse,4,4.444941
red_taco_truck,4,8.588480
red_stadium,19,3.820500
white_hospital,16,3.082830
down_museum,14,8.993090
red_windmill,14,19.316619
savvy_market,20,3.546889
savvy_school,8,7.583001
fancy_gymnaisum,16,2.139713
Shiny New Base,18,-9.837535
dinosaur_hydroelectric_plant,13,13.855733
mauve_stadium,6,0.853727
fancy_office,15,3.006312
mauve_stadium,5,1.259962
old_hydroelectric_plant,18,4.051782
small_birdhouse,2,1.907528
dog_hydroelectric_plant,5,2.572924
bob's_school,22,1.099794
old_hydroelectric_plant,15,4.737417
green_warehouse,21,2.424053
Small School,2,3.749714
red_base,3,7.532437
mauve_gymnaisum,1,4.939167
bob's_hydroelectric_plant,11,-7.106552
up_house,19,13.487260
down_house,15,14.015160
fancy_windmill,11,3.312870
the_best_warehouse,7,-6.344809
shiny_new_taco_truck,1,2.143851
savvy_planetarium,11,-4.105705
savvy_warehouse,11,3.464504
dog_opera_house,14,9.370416
green_school,18,4.486907
dog_office,23,2.028346
shiny_new_planetarium,22,4.624724
the_best_stadium,2,0.344228
fancy_warehouse,16,9.660765
white_taco_truck,6,4.164677
White Birdhouse,20,0.473558
the_best_hospital,7,1.582627
red_hospital,8,-6.633515
shiny_new_birdhouse,22,2.334428
white_warehouse,0,2.974105
White Opera House,12,20.081914
mauve_hospital,20,6.703794
dog_house,22,8.274960
shiny_new_base,4,6.061437
savvy_base,23,1.295830
fancy_stadium,1,-8.685749
Savvy Birdhouse,7,5.089324
dog_stadium,3,2.851489
dinosaur_hospital,10,1.572592
up_hydroelectric_plant,23,1.153834
down_hospital,23,2.979596
mauve_birdhouse,22,4.731997
up_stadium,23,2.006660
Savvy Market,16,4.173937
fancy_museum,13,5.051000
secret_houseboat,15,3.706365
savvy_house,11,15.702317
fancy_museum,16,12.012217
the_best_hydroelectric_plant,23,4.388920
Down Stadium,5,6.408303
mauve_market,5,2.835687
white_market,2,7.963139
the_best_houseboat,23,7.716585
rusty_old_stadium,10,5.913856
secret_base,13,16.066677
dog_opera_house,8,2.139344
the_best_taco_truck,15,7.111834
savvy_stadium,1,11.056920
shiny_new_windmill,0,9.366322
Red Houseboat,14,12.679884
white_houseboat,11,6.934876
old_museum,4,3.133027
fancy_office,14,3.898482
red_school,19,-6.526668
dog_base,15,5.749680
old_stadium,0,3.865222
red_opera_house,17,15.995010
white_taco_truck,2,2.447460
fancy_windmill,7,-4.944897
blue_houseboat,9,3.673150
dinosaur_houseboat,12,-15.550583
bob's_house,18,5.158476
Old Gymnaisum,19,9.580999
dinosaur_base,6,4.151074
rusty_old_opera_house,22,4.549198
mauve_office,11,4.627170
shiny_new_office,14,11.732593
rusty_old_hospital,9,7.769419
small_house,20,14.165797
rusty_old_market,1,3.221213
Fancy School,3,7.874089
Shiny New Stadium,7,1.812244
green_market,8,-4.361194
secret_birdhouse,3,6.009082
rusty_old_opera_house,3,9.080331
secret_office,4,5.533701
mauve_school,10,2.299910
down_windmill,5,8.295676
red_base,20,5.625455
rusty_old_aquarium,13,7.428009
down_school,12,6.599017
shiny_new_museum,12,5.704836
down_hospital,15,7.956026
Small House,16,14.460357
the_best_hospital,19,1.483263
shiny_new_gymnaisum,9,-5.164789
Secret Office,3,7.088526
Shiny New Windmill,17,5.409769
Green Planetarium,19,10.816920
dinosaur_taco_truck,20,7.923876
red_taco_truck,22,6.671415
red_gymnaisum,23,2.847618
old_market,10,2.132404
down_windmill,4,7.691436
secret_office,20,-6.04599
blue_house,13,5.976854
bob's_houseboat,4,4.053815
down_hydroelectric_plant,22,1.024673
the_best_taco_truck,20,9.211289
fancy_windmill,3,4.708471
rusty_old_museum,13,14.870053
blue_hydroelectric_plant,20,-6.018514
dinosaur_museum,7,4.364002
fancy_stadium,16,-9.356913
savvy_museum,5,1.743981
up_warehouse,17,6.286487
green_hospital,8,2.834419
up_hydroelectric_plant,12,1.762375
up_houseboat,16,11.431199
White Warehouse,19,2.233659
white_stadium,12,10.697170
green_gymnaisum,22,8.187479
green_hospital,4,3.550312
Bob'S School,1,1.998225
savvy_opera_house,9,6.615086
red_museum,17,4.829966
up_office,14,-4.292668
Down Hydroelectric Plant,20,0.845986
small_market,9,15.226834
Dog Windmill,17,-9.914894
blue_hospital,13,1.686153
dinosaur_hospital,2,1.184138
red_house,21,4.726265
Green Gymnaisum,10,14.964311
Dinosaur Stadium,1,2.065337
old_windmill,12,17.363390
bob's_hydroelectric_plant,15,8.695833
dinosaur_museum,0,8.248625
shiny_new_hydroelectric_plant,14,1.366275
small_hydroelectric_plant,23,3.971929
savvy_aquarium,14,8.306454
the_best_houseboat,10,11.285064
red_hydroelectric_plant,14,3.990259
fancy_birdhouse,2,3.263222
up_windmill,3,1.196562
green_opera_house,17,16.446269
savvy_taco_truck,22,6.931274
mauve_office,22,6.854035
savvy_hospital,19,4.448591
bob's_hydroelectric_plant,10,5.393887
Dinosaur Hospital,4,1.544008
green_house,16,10.237657
fancy_opera_house,14,9.895604
shiny_new_aquarium,8,1.652973
up_market,18,6.478194
Savvy Office,4,8.160433
small_houseboat,5,1.744612
shiny_new_aquarium,4,1.078879
dog_hospital,6,8.076278
shiny_new_office,0,4.593645
dinosaur_taco_truck,7,4.377307
mauve_office,19,-13.719092
dinosaur_hospital,17,0.715299
mauve_planetarium,7,6.153437
small_house,0,4.828379
fancy_museum,21,15.244970
bob's_house,9,12.742217
the_best_hospital,0,2.633039
Dog Warehouse,23,5.862982
dog_houseboat,2,2.933626
mauve_planetarium,5,-6.797198
old_aquarium,22,3.649693
mauve_hospital,22,-10.201857
secret_warehouse,0,4.794625
Fancy Windmill,23,3.220498
fancy_windmill,12,-4.236129
old_market,13,2.794479
Bob'S Windmill,14,-10.212595
shiny_new_hydroelectric_plant,8,1.554513
mauve_windmill,5,5.593963
fancy_aquarium,14,5.451736
green_school,13,12.061125
old_museum,14,2.593732
red_base,0,10.695733
red_opera_house,18,13.046741
shiny_new_school,23,2.371003
up_opera_house,9,1.492574
old_houseboat,12,10.474562
savvy_houseboat,22,1.455011
secret_aquarium,16,5.689781
mauve_hospital,0,11.470810
fancy_museum,22,-12.429895
up_planetarium,21,5.569946
small_house,11,4.598503
green_planetarium,17,17.123012
dog_school,4,8.646789
the_best_base,2,6.426980
bob's_taco_truck,9,11.622316
blue_hydroelectric_plant,23,6.580535
dinosaur_office,7,2.102079
The Best Hospital,9,3.384314
down_stadium,17,10.176163
savvy_windmill,11,14.744762
up_warehouse,12,17.892105
down_museum,17,4.446633
bob's_base,18,1.191822
fancy_gymnaisum,11,1.122990
dinosaur_market,7,1.213545
red_stadium,6,4.967370
dog_warehouse,0,-7.39645
Dinosaur School,3,-3.266457
down_hospital,9,3.006719
small_school,19,4.413408
fancy_warehouse,20,5.078952
secret_planetarium,17,5.678729
blue_stadium,19,1.762776
savvy_house,7,6.540572
bob's_market,14,7.743661
green_aquarium,19,3.730311
rusty_old_market,0,2.998443
dog_taco_truck,4,8.050725
blue_houseboat,21,6.228010
dinosaur_aquarium,23,5.637216
the_best_birdhouse,10,6.386433
blue_hospital,19,2.036971
red_base,21,6.819162
green_hydroelectric_plant,2,2.962455
small_warehouse,14,5.168953
savvy_school,16,12.469373
the_best_aquarium,2,2.097085
blue_school,18,2.694984
down_windmill,6,7.522950
Savvy Birdhouse,6,5.205523
Down Opera House,15,15.460505
green_hydroelectric_plant,4,-2.875695
up_birdhouse,22,4.861723
the_best_school,8,3.401403
dog_hydroelectric_plant,21,2.417237
red_windmill,3,9.103273
secret_school,23,1.147224
savvy_opera_house,21,14.031944
Old Planetarium,15,8.491450
secret_houseboat,3,2.151830
blue_houseboat,14,11.106970
dinosaur_market,12,0.879355
blue_base,2,4.047134
Bob'S Base,3,1.479668
dinosaur_school,7,4.065655
rusty_old_gymnaisum,12,4.081711
savvy_hospital,1,-7.624282
mauve_museum,4,8.938509
The Best Aquarium,12,1.873967
bob's_market,17,12.746200
small_birdhouse,19,2.098583
white_warehouse,3,2.286778
the_best_windmill,15,11.455337
small_hydroelectric_plant,21,4.893458
fancy_windmill,21,6.363963
secret_birdhouse,0,8.432881
the_best_opera_house,11,4.445576
secret_hydroelectric_plant,21,8.633115
bob's_hydroelectric_plant,2,5.486687
white_stadium,6,7.138973
mauve_base,18,5.144358
savvy_opera_house,5,7.794393
the_best_stadium,11,0.207947
green_hospital,14,-6.870404
small_opera_house,10,-3.910807
secret_hydroelectric_plant,16,12.400071
small_stadium,18,20.394177
rusty_old_museum,17,-5.43122
rusty_old_house,22,4.488026
dog_opera_house,9,2.911549
dinosaur_planetarium,18,-2.102788
blue_office,12,11.994745
savvy_market,6,4.086300
Secret Base,22,8.518404
green_stadium,9,3.760993
bob's_market,6,6.204077
dog_aquarium,22,2.576709
dinosaur_opera_house,1,3.261579
Rusty Old Taco Truck,11,7.193338
the_best_gymnaisum,17,6.188974
red_office,18,1.246437
rusty_old_aquarium,19,18.148153
mauve_opera_house,5,1.479838
up_hospital,19,1.440526
fancy_museum,0,6.591622
green_windmill,6,4.582311
mauve_gymnaisum,21,3.717284
mauve_base,0,8.280949
dinosaur_hydroelectric_plant,9,7.377198
bob's_museum,21,5.671812
red_gymnaisum,14,6.757661
